Title ID,Title,Genre,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,IMDb Votes,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,,,,
2215,Crime Scene: The Vanishing at the Cecil Hotel,Crime,"English, Spanish",Series,3.1,"Lithuania,Poland,France,Iceland,Italy,Spain,Czech Republic,Belgium,Canada,Portugal,Mexico,Hungary,South Africa,Slovakia,Sweden,Thailand,Netherlands,Germany,Singapore,Turkey,Romania,Argentina,Israel,Australia,Switzerland,United Kingdom,Brazil,Malaysia,India,Colombia,Hong Kong,South Korea,United States,Russia,Greece,Japan",< 30 minutes,,"Josh Dean, Greg Kading, Tim Marcia, Amy Price",5.9,,9642,,,,2/11/2021,,,,
2216,Unhinged,Action,English,Movie,2.5,Canada,1-2 hour,Derrick Borte,"Caren Pistorius, Jimmi Simpson, Russell Crowe, Gabriel Bateman",6.1,,34208,,1,"$20,831,465 ",2/16/2021,,,,
2217,Our Sisters Soulmate,Short Drama,English,Series,,"Singapore,Thailand,Malaysia,India,Hong Kong",< 30 minutes,Rosie Westhoff,"John McCrea, Achanti Palmer, Lauren Corah, Demi Goodman",,,,,,,2/8/2021,,,,
2218,"Our Lady of San Juan, Four Centuries of Miracles",Drama,Spanish,Movie,8.3,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,South Africa,Portugal,Thailand,Hungary,Singapore,Slovakia,Sweden,Israel,Netherlands,Switzerland,Germany,United Kingdom,India,Turkey,Malaysia,Hong Kong,Japan,Russia,Canada,Mexico,Argentina,Australia,Brazil,United States,Colombia,Romania",> 2 hrs,Francisco Pérez,"Franco Méndez, Marco Orozco, Mau Lopez, Humberto Fuentes",6.7,,34,,,,2/2/2021,,,,
2219,Izakaya Bottakuri,Drama,Japanese,Series,,"Thailand,Singapore,India,Malaysia,Hong Kong",< 30 minutes,,"Yuichi Nakamura, Hisako Ôkata, Sara Takatsuki, Moemi Katayama",,,,,,,2/1/2021,,,,
2220,Seized,Action,English,Movie,7,Canada,1-2 hour,Isaac Florentine,"Steven Elder, Karlee Perez, Mario Van Peebles, Scott Adkins",5.2,,1139,,,,1/16/2021,,,,
2221,รรง Harfliler: Marid,Horror,Turkish,Movie,6.4,Turkey,1-2 hour,Arkin Aktaç,"Serap Üstün, Gülseven Yilmaz, Özgür Özberk, Ufuk Asar",3.5,,683,,,,1/28/2021,,,,
2222,My God!! Father,Comedy,Thai,Movie,7.4,"Thailand,Singapore,Malaysia,India,Hong Kong,Japan,South Korea",1-2 hour,Nasorn Panungkasiri,"Chantavit Dhanasevi, Tanawat Wattanaputi, Sammy Cowell",4.9,,9,,,,1/25/2021,,,,
2223,Déjà Vu,Drama,English,Movie,8.1,Romania,1-2 hour,Henry Jaglom,"Victoria Foyt, Glynis Barber, Stephen Dillane, Vanessa Redgrave",7,,783,,1,"$1,086,181 ",1/24/2021,,,,
2224,So My Grandma’s a Lesbian!,Comedy,Spanish,Movie,6.7,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Mexico,Czech Republic,Belgium,South Africa,Portugal,Hungary,Slovakia,Argentina,Sweden,Israel,Netherlands,Switzerland,Australia,Germany,United Kingdom,Turkey,India,Russia,Colombia,United States,Romania,Brazil,Canada",1-2 hour,Ángeles Reiné,"David Verdaguer, Ingrid García Jonsson, Verónica Forqué, Rosa Maria Sardà",4.1,,617,,2,,1/23/2021,,,,
2225,Tasty Tales of the Food Truckers,Animation,English,Series,,"Thailand,Singapore,Malaysia",< 30 minutes,,"Tara Sands, Jon Allen, Cedric L. Williams",,,,,,,1/19/2021,,,,
2226,O Último Virgem,Comedy,,Movie,7.3,Brazil,1-2 hour,"Felipe Bretas, Rilson Baco","Éverlley Santos, Fiorella Mattheis, Guilherme Prates, Lipy Adler",4.8,,110,,,,1/15/2021,,,,
2227,The Heartbreak Club,Comedy,Indonesian,Movie,8.1,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,South Africa,Portugal,Thailand,Hungary,Slovakia,Sweden,Israel,Netherlands,Australia,Switzerland,Germany,Brazil,Turkey,India,Malaysia,Hong Kong,Japan,United States,Russia,Colombia,Singapore,Argentina,United Kingdom,Romania",1-2 hour,"Bagus Bramanti, Charles Gozali","Bhisma Mulia, Asri Welas, Fransisca Saraswati Puspa Dewi, Denira Wiraguna",6.3,,124,,,,1/15/2021,,,,
2228,Rogue,Action,English,Movie,3.9,Canada,1-2 hour,Greg McLean,"Caroline Brazier, Michael Vartan, Sam Worthington, Radha Mitchell",6.2,94,28079,1,4,"$10,452 ",12/26/2020,,,,
2229,Bottom-Tier Character Tomozaki,Animation,Japanese,Series,8.5,Japan,< 30 minutes,,,7.1,,100,,,,1/13/2021,,,,
2230,Chris Rock Total Blackout: The Tamborine Extended Cut,Comedy,English,Movie,8.6,"Colombia,Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Belgium,Mexico,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Netherlands,Argentina,Australia,Germany,Israel,Brazil,Turkey,Switzerland,India,United Kingdom,Hong Kong,Malaysia,Japan,United States,Russia,Romania,South Korea",1-2 hour,,Chris Rock,7.3,,29,,,,1/12/2021,,,,
2231,Seitokai Yakuindomo the Movie,Animation,Japanese,Movie,8.3,Japan,1-2 hour,Hiromitsu Kanazawa,"Yôko Hikasa, Satomi Sato, Sayuri Yahagi, Shintarô Asanuma",6.6,,81,,,,1/12/2021,,,,
2232,Survive the Night,Action,English,Movie,3.2,Canada,1-2 hour,Matt Eskandari,"Bruce Willis, Chad Michael Murray, Shea Buckner, Tyler Jon Olson",4.7,,7193,,,,11/28/2020,,,,
2233,2.43: Seiin High School Boys Volleyball Team,Animation,Japanese,Series,8.9,Japan,< 30 minutes,,Shouta Aoi,7.9,,97,,,,1/9/2021,,,,
2234,Stuck Apart,Comedy,Turkish,Movie,4.1,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Argentina,Netherlands,Israel,Australia,Germany,Switzerland,Turkey,Brazil,United Kingdom,India,Malaysia,Hong Kong,Japan,South Korea,United States,Russia,Colombia,Romania",1-2 hour,"Durul Taylan, Yagmur Taylan","Binnur Kaya, Haluk Bilginer, Öner Erkan, Engin Günaydin",6.1,,7954,,,,1/9/2021,,,,
2235,Pretend It’s a City,Documentary,English,Series,7.5,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Argentina,Netherlands,Israel,Australia,Germany,Switzerland,Turkey,Brazil,United Kingdom,India,Malaysia,Hong Kong,Japan,South Korea,United States,Russia,Colombia,Romania",< 30 minutes,,"Alec Baldwin, Michael Alexis Palmer, Fran Lebowitz, Martin Scorsese",8.2,,3152,,,,1/9/2021,,,,
2236,Mighty Little Bheem: Kite Festival,Animation,,Series,7.7,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Canada,Czech Republic,Mexico,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Argentina,Netherlands,Israel,Australia,Germany,Switzerland,Turkey,Brazil,United Kingdom,India,Malaysia,Hong Kong,Japan,South Korea,United States,Russia,Colombia,Romania",< 30 minutes,,Aranya Kaur,5.4,,5,,,,1/9/2021,,,,
2237,Strawberry 100%,Animation,Japanese,Series,8.1,Japan,< 30 minutes,,Kenichi Suzumura,6.4,,174,,,,1/1/2021,,,,
2238,Ossans Love 〜Love or DEAD〜,Comedy,Japanese,Movie,,Japan,1-2 hour,,"Kôtarô Shiga, Kin'ya Kitaôji, Shigeru Izumiya, Yumiko Fujita",,,,,,,1/1/2021,,,,
2239,"Vincent, François, Paul and the Others",Drama,French,Movie,8.3,"Belgium,France",1-2 hour,Claude Sautet,"Gérard Depardieu, Serge Reggiani, Yves Montand, Michel Piccoli",7.5,100,2120,,,"$5,063 ",1/1/2021,,,,
2240,Peter Pannekoek: Later Was Alles Beter,Comedy,Dutch,Movie,8.5,"Belgium,Netherlands",1-2 hour,,Peter Pannekoek,7,,58,,,,1/1/2021,,,,
2241,Les Misérables,Drama,English,Movie,3.5,United Kingdom,1-2 hour,Tom Hooper,"Russell Crowe, Amanda Seyfried, Hugh Jackman, Anne Hathaway",7.6,70,309494,86,175,"$148,809,770 ",12/31/2020,,,,
2242,Too Handsome to Handle,Comedy,Indonesian,Movie,8.3,"Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,South Africa,Hungary,Slovakia,Sweden,Netherlands,Australia,Germany,Switzerland,Turkey,United Kingdom,Hong Kong,Japan,Iceland,Canada,Mexico,Argentina,Brazil,United States,France,Thailand,Singapore,Lithuania,India,Israel,Malaysia,Russia,Colombia,Romania",1-2 hour,Sabrina Rochelle Kalangie,"Nikita Willy, Ari Irham, Calvin Jeremy, Rachel Amanda",6.9,,351,,,,12/31/2020,,,,
2243,SanPa: Sins of the Savior,Crime,Italian,Series,8.5,"Poland,Iceland,Italy,Spain,Greece,Czech Republic,Canada,Belgium,Mexico,Portugal,South Africa,Hungary,Slovakia,Sweden,Argentina,Netherlands,Australia,Germany,Switzerland,Turkey,United Kingdom,Brazil,Hong Kong,Japan,South Korea,United States,France,Thailand,Singapore,Lithuania,India,Israel,Malaysia,Russia,Colombia,Romania",< 30 minutes,,"Antonio Boschini, Walter Delogu, Fabio Cantelli, Vincenzo Andreucci",7.9,,919,,,,12/31/2020,,,,
2244,What Happens to My Family?,Drama,Spanish,Series,,"Lithuania,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Sweden,Netherlands,Australia,Germany,Israel,Turkey,India,United Kingdom,Russia,Iceland,France,Singapore,Malaysia,Romania",< 30 minutes,,"Diana Bracho, Emilio Osorio, Mane De La Parra, Eva Cedeño",,,,,,,12/30/2020,,,,
2245,Best of the Best,Action,English,Movie,2.7,Canada,1-2 hour,Robert Radler,"James Earl Jones, Sally Kirkland, Eric Roberts, Phillip Rhee",6.5,72,12268,,1,"$1,700,000 ",11/28/2020,,,,
2246,3Grapes,Comedy,Czech,Movie,7.7,"Czech Republic,Slovakia",1-2 hour,Martin Kopp,"Krystof Hádek, Branislav Deák, Lukás Langmajer, Tereza Ramba",5.5,,85,,,,12/24/2020,,,,
2247,Üç Harfliler 2: Hablis,Horror,Turkish,Movie,6.5,Turkey,1-2 hour,"Alper Kivicim, Özgür Bakar, Murat Toktamisoglu","Ezgi Fidanci, Nuray Erkol, Funda Aksoy, Elvan Albat",3.4,,363,,,,12/23/2020,,,,
2248,Üç Harfliler 3: Karabüyü,Horror,Turkish,Movie,7.8,Turkey,1-2 hour,Alper Mestçi,"Deniz Gündogdu, Metin Yildirim, Seda Oguz, Özay Fecht",6.6,,904,,,,12/23/2020,,,,
2249,Üç Harfliler: Adak,Horror,Turkish,Movie,7.9,Turkey,1-2 hour,Alper Mestçi,"Ramazan Demir, Ali Aydogan, Begüm Koyçiç, Sebahat Adalar",6.2,,474,,,,12/23/2020,,,,
2250,QLIMAX THE SOURCE,Music,English,Movie,8.7,"Czech Republic,Germany,Israel,India,France,Lithuania,Poland,Iceland,Italy,Spain,Greece,Canada,Mexico,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Argentina,Australia,Netherlands,Brazil,Switzerland,Turkey,United Kingdom,Hong Kong,Japan,United States,Russia,Malaysia,Colombia,Romania",30-60 mins,"Daan Jansen, Stijn Verlinde","Nigel Coppen, Michael Brons, Thomas Velderman, Carlos Antunes",7.6,,267,,,,12/23/2020,,,,
2251,Shaun the Sheep: The Farmer’s Llamas,Animation,English,Movie,8,"Lithuania,Poland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Hungary,Mexico,Slovakia,South Africa,Thailand,Netherlands,Singapore,Germany,Argentina,Turkey,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,India,Hong Kong,Japan,United States,Russia,France,South Korea,Colombia,Romania",< 30 minutes,Jay Grace,"Justin Fletcher, Sean Connolly, John Sparkes, Chris Grimes",6.9,,982,2,,,12/23/2020,,,,
2252,Patient Zero,Action,English,Movie,2.5,Canada,1-2 hour,Stefan Ruzowitzky,"Clive Standen, Stanley Tucci, Natalie Dormer, Matt Smith",4.5,14,7889,,,,7/2/2020,,,,
2253,Uma and Devan,Animation,,Series,,India,< 30 minutes,,,,,,,,,12/17/2020,,,,
2254,Vir Das: Outside In - The Lockdown Special,Comedy,English,Movie,8.3,"Israel,India,Czech Republic,Germany,Mexico,France,South Korea,Lithuania,Poland,Iceland,Italy,Spain,Greece,Canada,Belgium,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Argentina,Australia,Netherlands,Brazil,Switzerland,Turkey,United Kingdom,Hong Kong,Japan,United States,Russia,Malaysia,Colombia,Romania",30-60 mins,Vir Das,Vir Das,6.8,,141,,,,12/16/2020,,,,
2255,BREAK IT ALL: The History of Rock in Latin America,Documentary,Spanish,Series,8.4,"Canada,Mexico,South Africa,Thailand,Singapore,Argentina,Israel,Switzerland,United Kingdom,Malaysia,Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Sweden,Netherlands,Germany,Turkey,Australia,Brazil,India,Hong Kong,Japan,South Korea,United States,Russia,France,Colombia,Romania",< 30 minutes,,"Javier Batiz, Gustavo Santaolalla, Humberto Carderon, Rubén Albarrán",7.7,,905,,,,12/16/2020,,,,
2256,22 минуты,Crime,English,Movie,3.8,Russia,1-2 hour,"Christopher Miller, Phil Lord","Wyatt Russell, Channing Tatum, Peter Stormare, Jonah Hill",7,84,346712,7,24,"$191,719,337 ",12/16/2020,,,,
2257,1812: Уланская баллада,Drama,Russian,Movie,8.6,Russia,1-2 hour,Sergey Bondarchuk,"Vyacheslav Tikhonov, Sergey Bondarchuk, Boris Zakhava, Lyudmila Saveleva",8.3,,1187,,,,12/16/2020,,,,
2258,Ni tú ni yo,Comedy,Spanish,Movie,7.4,"Brazil,Argentina,Mexico,Colombia",1-2 hour,Noé Santillán-López,"Mauricio Argüelles, José Sefami, Cesar Rodriguez, Bárbara de Regil",4.8,,83,,,,12/16/2020,,,,
2259,Sar Başa,Comedy,Turkish,Movie,6.3,Turkey,1-2 hour,Berk Alan,"Ali Bicim, Kemal Can Parlak, Alparslan Özmol, Alper Rende",3.1,,524,,,,12/16/2020,,,,
2260,Facia Üçlü,Comedy,Turkish,Movie,6.2,Turkey,1-2 hour,Ramazan Özer,"Emre Gül, Dilber Ay, Mami Emen, Taner Cindoruk",3.4,,1065,,,,12/16/2020,,,,
2261,Ağır Romantik,Comedy,Turkish,Movie,6.8,Turkey,1-2 hour,Deniz Denizciler,"Altan Erkekli, Onur Tuna, Tuvana Türkay, Semra Dinçer",4.4,,760,,,,12/16/2020,,,,
2262,Forældre,Drama,Danish,Movie,,Sweden,1-2 hour,Kai Holm,,,,,,,,12/15/2020,,,,
2263,Incontrôlable,Comedy,French,Movie,7.1,France,1-2 hour,Raffy Shart,"Michaël Youn, Hélène de Fougerolles, Hippolyte Girardot, Thierry Lhermitte",3.2,67,656,,,,12/15/2020,,,,
2264,Oflu Hocanın Şifresi 2,Documentary,Turkish,Movie,6.4,Turkey,1-2 hour,Gümüshane Halki,,2.8,,5,,,,12/12/2020,,,,
2265,Şansımı Seveyim,Comedy,Turkish,Movie,7,Turkey,1-2 hour,Ender Mihlar,"Zeynep Tugçe Bayat, Gökhan Kiraç, Cem Gelinoglu, Zerrin Sümer",5,,1078,,,,12/12/2020,,,,
2266,Sesinde Aşk Var,Music,Turkish,Movie,7.1,Turkey,1-2 hour,Osman Tasci,"Burak Tozkoparan, Deniz Barut, Hayal Köseoglu, Gizem Günes",4.5,,255,,,,12/12/2020,,,,
2267,Seni Seviyorum Adamım,Romance,Turkish,Movie,7.1,Turkey,1-2 hour,Biray Dalkiran,"Orçun Kaptan, Aysen Gruda, Asuman Dabak, Gizem Karaca",5.1,,950,,,,12/12/2020,,,,
2268,Yok Artık!,Comedy,Turkish,Movie,6.2,Turkey,1-2 hour,Caner Özyurtlu,"Berkay Akin, Murat Akkoyunlu, Güven Murat Akpinar, Soley Akça",5.8,,3349,,1,,12/12/2020,,,,
2269,Kral Şakir Korsanlar Diyarı,Animation,Turkish,Movie,7.2,Turkey,1-2 hour,"Haluk Can Dizdaroglu, Berk Tokay","Onur Akgülgil, Sema Kahriman, Hakan Akin, Didem Atlihan",4.7,,231,,,,12/12/2020,,,,
2270,Kötü Çocuk,Romance,Turkish,Movie,4.8,Turkey,> 2 hrs,Yagiz Alp Akaydin,"Tolga Saritas, Afra Saraçoglu, Sarp Akkaya, Nihat Alanur",2,,2411,,,,12/12/2020,,,,
2271,Kolpaçino: Bomba,Adventure,Turkish,Movie,5.8,Turkey,1-2 hour,Safak Sezer,"Safak Sezer, Arzu Yanardag, Ali Çatalbas, Aydemir Akbas",5.6,,4046,,,,12/12/2020,,,,
2272,Kolpaçino 3. Devre,Comedy,Turkish,Movie,5.2,Turkey,1-2 hour,Safak Sezer,"Erkan Petekkaya, Safak Sezer, Ali Çatalbas, Aydemir Akbas",4,,3676,4,2,,12/12/2020,,,,
2273,Hababam Sınıfı Yeniden,Comedy,Turkish,Movie,5.5,Turkey,1-2 hour,Doga Can Anafarta,"Altan Erkekli, Toygan Avanoglu, Sadi Celil Cengiz, Hande Katipoglu",2.2,,1183,,,,12/12/2020,,,,
2274,Görevimiz Tatil,Comedy,Turkish,Movie,6.6,Turkey,1-2 hour,Murat Seker,"Sarp Akkaya, Filiz Ahmet, Demet Akbag, Kemal Taha Akgül",4.8,,1624,,,,12/12/2020,,,,
2275,Gamonya: Hayaller Ülkesi,Fantasy,Turkish,Movie,7.2,Turkey,1-2 hour,Tugçe Soysop,"Ali Uyandiran, Eda Doger, Ahmet Rifat Sungar, Berat Efe Parlar",4.5,,141,,,,12/12/2020,,,,
2276,Geniş Aile Komşu Kızı,Comedy,Turkish,Movie,7,Turkey,1-2 hour,Cüneyt Inay,"Emre Altug, Bülent Çolak, Ufuk Özkan, Rojda Demirer",4.3,,388,,1,,12/12/2020,,,,
2277,Geniş Aile: Yapıştır,Comedy,Turkish,Movie,6.8,Turkey,1-2 hour,Ömer Ugur,"Bülent Çolak, Firat Tanis, Ufuk Özkan, Ahmet Sarsilmaz",4.8,,1169,,,,12/12/2020,,,,
2278,Geniş Aile 2: Her Türlü,Comedy,Turkish,Movie,7.1,Turkey,1-2 hour,Ömer Ugur,"Bülent Çolak, Firat Tanis, Ufuk Özkan, Ahmet Sarsilmaz",4.6,,475,,,,12/12/2020,,,,
2279,Fırıncının Karisi,Comedy,Turkish,Movie,6.1,Turkey,1-2 hour,Murat Onbul,"Alper Kul, Korhan Herduran, Beyti Engin, Büsra Pekin",2.9,,787,,,,12/12/2020,,,,
2280,Fırıldak Ailesi,Fantasy,Turkish,Movie,6.9,Turkey,1-2 hour,"Haluk Can Dizdaroglu, Berk Tokay","Gülen Karaman, Tülay Bursa, Keremcan Köse, Bülent Kayabas",4.2,,461,,,,12/12/2020,,,,
2281,Dönerse Senindir,Comedy,Turkish,Movie,6.4,Turkey,1-2 hour,Erol Özlevi,"Irem Sak, Murat Boz, Yasemin Kay Allen, Uraz Kaygilaroglu",4.7,,1894,,2,,12/12/2020,,,,
2282,Deli Aşk,Comedy,Turkish,Movie,6.5,Turkey,1-2 hour,"Murat Dündar, Murat Kaman","Emrah Kaman, Pelin Akil, Safak Pekdemir, Toygan Avanoglu",5.5,,2512,,,,12/12/2020,,,,
2283,Çiçero,Crime,"Turkish, German, English",Movie,5.7,Turkey,> 2 hrs,Serdar Akar,"Murat Garibagaoglu, Erdal Besikçioglu, Burcu Biricik, Ertan Saban",6.6,,5137,1,4,,12/12/2020,,,,
2284,Çat Kapı Aşk,Comedy,Turkish,Movie,7.4,Turkey,1-2 hour,Erhan Baytimur,"Müge Boz, Gümeç Alpay Aslan, Alper Atak, Ipek Bagriacik",4.9,,7,,,,12/12/2020,,,,
2285,Bücür,Comedy,Turkish,Movie,7.8,Turkey,1-2 hour,Arsevir Alyanak,"Suphi Kaner, Türkan Soray, Fikret Hakan, Handan Adali",5.6,,10,,,,12/12/2020,,,,
2286,Çakallarla Dans 5,Comedy,Turkish,Movie,6.4,Turkey,1-2 hour,Murat Seker,"Timur Acar, Murat Akkoyunlu, Sevket Çoruh, Ilker Ayrik",3.9,,1180,,1,,12/12/2020,,,,
2287,Çakallarla Dans 3: Sıfır Sıkıntı,Comedy,Turkish,Movie,6.3,Turkey,1-2 hour,Murat Seker,"Emre Almas, Timur Acar, Murat Akkoyunlu, Esin Alpogan",5,,2413,,,,12/12/2020,,,,
2288,Çakallarla Dans 4,Comedy,Turkish,Movie,6.2,Turkey,1-2 hour,Murat Seker,"Timur Acar, Murat Akkoyunlu, Sevket Çoruh, Ilker Ayrik",4.1,,1784,,,,12/12/2020,,,,
2289,Bölük,Drama,Turkish,Movie,8,Turkey,1-2 hour,Aytaç Agirlar,"Hakan Kurtas, Alina Boz, Aykut Akdere, Kaan Yildirim",7.3,,1308,,,,12/12/2020,,,,
2290,Bizim Köyün Şarkısı,Comedy,Turkish,Movie,7.8,Turkey,1-2 hour,Tugçe Soysop,"Kivanç Baran Aslan, Sezai Aydin, Ihsan Berk Aydin, Efe Aydin",6,,465,,,,12/12/2020,,,,
2291,Operasjon Mørkemann,Family,Norwegian,Movie,7.8,Sweden,1-2 hour,Grethe Bøe-Waal,"Devin, Kaisa Gurine Antonsen, Ulrikke Hansen Døvigen, Tiril Eeg-Henriksen",5.6,,59,,1,,12/12/2020,,,,
2292,Sommaren med Göran,Comedy,Swedish,Movie,6.2,"Sweden,Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom",1-2 hour,Staffan Lindberg,"David Hellenius, Peter Magnusson, Mirja Turestedt, Moa Gammel",5.3,,2829,,,,12/12/2020,,,,
2293,LasseMajas detektivbyrå - Det första mysteriet,Adventure,Swedish,Movie,7.8,Sweden,1-2 hour,Josephine Bornebusch,"Katrin Sundberg, Frank Dorsin, Jonas Karlsson, Ester Vuori",5.8,,203,,1,,12/12/2020,,,,
2294,LasseMajas detektivbyrå - Stella Nostra,Family,Swedish,Movie,7.4,Sweden,1-2 hour,"Walter Söderlund, Pontus Klänge","Amanda Pajus, Lukas Holgersson, Tomas Norström, Nassim Al Fakir",5,,125,1,,,12/12/2020,,,,
2295,Bogdan Boner: Egzorcysta,Animation,Polish,Series,8.5,Poland,< 30 minutes,,Bartosz Walaszek,7.1,,7,,,,12/12/2020,,,,
2296,SŁUGI WOJNY,Thriller,Polish,Movie,7.5,Poland,1-2 hour,Mariusz Gawrys,"Pawel Królikowski, Karolina Czarnecka, Maria Kania, Piotr Stramowski",5.1,,140,,2,,12/12/2020,,,,
2297,The Mess You Leave Behind,Drama,Spanish,Series,5.6,"Italy,Canada,Lithuania,South Africa,Thailand,Australia,Poland,Brazil,Singapore,India,France,Iceland,Spain,Hong Kong,Japan,South Korea,United States,Argentina,Greece,Russia,Czech Republic,Israel,Belgium,Switzerland,Portugal,United Kingdom,Hungary,Malaysia,Slovakia,Sweden,Netherlands,Germany,Turkey,Mexico,Colombia,Romania",< 30 minutes,,"Bárbara Lennie, Arón Piper, Tamar Novas, Inma Cuesta",6.8,,5628,,,,12/11/2020,,,,
2298,Jiří Suchý - Tackling Life with Ease,Documentary,Czech,Movie,9.2,"Czech Republic,Slovakia",1-2 hour,Olga Sommerová,"Milos Forman, Josef Zíma, Jirí Suchý, Waldemar Matuska",8.4,,14,,,,12/11/2020,,,,
2299,General Commander,Action,English,Movie,6.2,Canada,1-2 hour,"Philippe Martinez, Ross W. Clarkson","Steven Seagal, Ron Smoorenburg, Billy Ray Gallion, Erdenetuya Batsukh",3.3,,950,,,,5/2/2020,,,,
2300,Bobbleheads The Movie,Animation,English,Movie,6.5,United States,1-2 hour,Kirk Wise,"Anthony DeStefanis, Jennifer Coolidge, Hala Finley, Cher",3.2,,142,,,,12/9/2020,,,,
2301,Emicida: AmarElo - It’s All For Yesterday,Documentary,Portuguese,Movie,8.9,"Israel,Lithuania,Canada,Australia,Poland,Mexico,Brazil,France,India,South Africa,Iceland,Hong Kong,Italy,Thailand,Japan,Spain,Singapore,South Korea,Greece,Argentina,United States,Czech Republic,Russia,Belgium,Switzerland,United Kingdom,Portugal,Malaysia,Hungary,Slovakia,Sweden,Netherlands,Germany,Turkey,Colombia,Romania",1-2 hour,Fred Ouro Preto,"Zeca Pagodinho, Pabllo Vittar, Emicida",8.7,,883,,,,12/8/2020,,,,
2302,The Claus Family,Fantasy,Dutch,Movie,7.6,"France,Switzerland,Belgium,Netherlands",1-2 hour,Matthias Temmermans,"Eva van der Gucht, Mo Bakker, Jan Decleir, Stefaan Degand",5.8,,685,1,,,12/8/2020,,,,
2303,Room 2806: The Accusation,Crime,French,Series,7.7,"Lithuania,Iceland,Portugal,Thailand,Canada,Australia,Mexico,Brazil,Poland,South Africa,India,France,Hong Kong,Japan,Singapore,Spain,South Korea,Argentina,Greece,United States,Israel,Czech Republic,Russia,Switzerland,Belgium,United Kingdom,Malaysia,Hungary,Slovakia,Sweden,Netherlands,Germany,Turkey,Italy,Colombia,Romania",< 30 minutes,,"Nafissatou Diallo, Élisabeth Guigou, Paul Browne, Raphaëlle Bacqué",7,,1615,,,,12/7/2020,,,,
2304,A Esperança é a Ultima que Morre,Comedy,Portuguese,Movie,7.6,Brazil,1-2 hour,Calvito Leal,"Téia Kane, Danton Mello, Dani Calabresa, Eduardo Caldas",5.2,,53,,,,12/7/2020,,,,
2305,The Pirogue,Drama,"French, Wolof, Fulah, Spanish",Movie,8.5,,1-2 hour,Moussa Touré,"Balla Diarra, Malaminé 'Yalenguen' Dramé, Laïty Fall, Souleymane Seye Ndiaye",6.7,80,383,2,2,,12/6/2020,,,,
2306,Leyla Everlasting,Comedy,Turkish,Movie,3.6,"France,Brazil,Hong Kong,Spain,Israel,Belgium,Netherlands,Germany,Poland,Czech Republic,South Korea,Iceland,Portugal,India,Lithuania,Mexico,Italy,Greece,Argentina,Sweden,Turkey,Singapore,Japan,Canada,South Africa,Hungary,Thailand,Slovakia,Australia,Switzerland,United Kingdom,United States,Russia,Malaysia,Colombia,Romania",1-2 hour,Ezel Akay,"Haluk Bilginer, Firat Tanis, Demet Akbag, Elçin Sangu",3.8,,6683,,,,12/5/2020,,,,
